Pirate Name,Pirate URL,Portrait URL,Crew Rank,Crew Job,Crew Name,Flag Role,Flag Name,Navy Rank,Navy Name,Navy Archipelago,Owns Count,Owns List,Manages Count,Manages List,Stalls Count,Stalls List,Houses Count,Houses List,Hearties Count,Hearties List,Reputation Conqueror,Reputation Explorer,Reputation Magnate,Reputation Patron,Skill Category Alchemistry,Skill Category Battle Navigation,Skill Category Bilging,Skill Category Blacksmithing,Skill Category Carpentry,Skill Category Distilling,Skill Category Drinking,Skill Category Foraging,Skill Category Gunning,Skill Category Hearts,Skill Category Navigating,Skill Category Patching,Skill Category Poker,Skill Category Rigging,Skill Category Rumble,Skill Category Sailing,Skill Category Shipwrightery,Skill Category Spades,Skill Category Swordfighting,Skill Category Treasure Drop,Skill Category Treasure Haul,Skill Category Weaving,Skill Experience Alchemistry,Skill Experience Battle Navigation,Skill Experience Bilging,Skill Experience Blacksmithing,Skill Experience Carpentry,Skill Experience Distilling,Skill Experience Drinking,Skill Experience Foraging,Skill Experience Gunning,Skill Experience Hearts,Skill Experience Navigating,Skill Experience Patching,Skill Experience Poker,Skill Experience Rigging,Skill Experience Rumble,Skill Experience Sailing,Skill Experience Shipwrightery,Skill Experience Spades,Skill Experience Swordfighting,Skill Experience Treasure Drop,Skill Experience Treasure Haul,Skill Experience Weaving,Skill Reputation Alchemistry,Skill Reputation Battle Navigation,Skill Reputation Bilging,Skill Reputation Blacksmithing,Skill Reputation Carpentry,Skill Reputation Distilling,Skill Reputation Drinking,Skill Reputation Foraging,Skill Reputation Gunning,Skill Reputation Hearts,Skill Reputation Navigating,Skill Reputation Patching,Skill Reputation Poker,Skill Reputation Rigging,Skill Reputation Rumble,Skill Reputation Sailing,Skill Reputation Shipwrightery,Skill Reputation Spades,Skill Reputation Swordfighting,Skill Reputation Treasure Drop,Skill Reputation Treasure Haul,Skill Reputation Weaving
Mockworld,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=mockworld,http://emerald.puzzlepirates.com/media/emerald/portraits/c86/d8847eb2371bef54962e54d54284c.jpg,Captain,Nap Specialist,Thank You Next,Prince,Pull Out,Admiral,Admiral Island Navy,Gull,0,,3,Kitty City on Iocane Island | So Frigging Low on Sayers Rock | The Shrine of the Silver Monkey on Alkaid Island,0,,7,Caddyshack on Admiral Island | Row Me Daddy on Admiral Island | Villa Las Vegas on Admiral Island | Sigil Shack on Sayers Rock | Caddyshack on Admiral Island | Caddyshack on Admiral Island | Bungalow Bill on Admiral Island,1,Urgal,Aspiring,Eminent,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Neophyte,Broad,Solid,Weighty,Novice,Neophyte,Solid,Sublime,Solid,Illustrious,Weighty,Weighty,Solid,Novice,Broad,Narrow,Novice,Narrow,Neophyte,Exalted,Novice,Proficient,Able,Proficient,Grand-Master,Distinguished,Able,Respected,Ultimate,Master,Proficient,Master,Master,Proficient,Distinguished,Master,Distinguished,Distinguished,Able,Proficient,Proficient,Distinguished,Proficient
Robinaltx,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=robinaltx,,Captain,,Pink Hair Don't Care,Lord,Pull Out,Ensign,Admiral Island Navy,Gull,0,,0,,2,Robinaltx's Apothecary Stall on Admiral Island | Robinhoodx's Apothecary Stall on Scrimshaw Island,1,Homestead Hut on Lincoln Island,1,Danswald,Aspiring,Aspiring,Noted,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Narrow,Neophyte,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Solid,Novice,Solid,Novice,Novice,Solid,Solid,Novice,Novice,Novice,Novice,Novice,Distinguished,Distinguished,Able,Able,Able,Able,Able,Proficient,Able,Able,Able,Able,Legendary,Able,Able,Master,Respected,Able,Able,Able,Able,Able
Jollylama,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=jollylama,http://emerald.puzzlepirates.com/media/emerald/portraits/0c6/73bc0233a45acea866c297f77ed67.jpg,Captain,First Mate,The Academia,Princess,Rum and Regrets,Petty Officer,Sayers Rock Navy,Ursa,1,Demolition Yard on Armstrong Island,3,Smoking Spice on Alkaid Island | Swill and Regrets on Sayers Rock | Shipwrecked on Alkaid Island,1,Clmdoughboy's Tailoring Stall on Admiral Island,6,Sigil Shack on Sayers Rock | Bungalow Bill on Admiral Island | Caddyshack on Admiral Island | Cabin Fever on Admiral Island | Canopy Manors on Alkaid Island | Guardians of the Gallery on Admiral Island,1,Shiinto,Rumored,Established,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Expert,Solid,Novice,Solid,Novice,Neophyte,Broad,Solid,Apprentice,Weighty,Novice,Solid,Neophyte,Neophyte,Weighty,Weighty,Novice,Solid,Narrow,Expert,Novice,Able,Respected,Proficient,Able,Proficient,Able,Able,Distinguished,Proficient,Able,Able,Able,Able,Able,Able,Master,Proficient,Able,Able,Able,Distinguished,Able
Cmdoughboy,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=cmdoughboy,,,,,,,Stowaway,Scrimshaw Island Navy,Stork,0,,0,,0,,1,Sea Shack on Scrimshaw Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able
Aaeglar,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=aaeglar,http://emerald.puzzlepirates.com/media/emerald/portraits/469/8a6ca422dc847c20544db86756d41.jpg,Senior Officer,,The Blue Bandits,Member,Twist of Fate,Petty Officer,Quetzal Island Navy,Orion,0,,0,,0,,7,Was A Marked Down Shack on Wissahickon Island | Milkshack on Wensleydale | Bungallows on Aimuari Island | Emu-ving on Up on Quetzal Island | Tortilla Villas on Chachapoya Island | Cthulhu Mansion on Admiral Island | Be Our Guest Gallery on Armstrong Island,1,Spiritualist,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Expert,Neophyte,Solid,Broad,Neophyte,Novice,Broad,Apprentice,Novice,Solid,Broad,Solid,Solid,Neophyte,Broad,Solid,Novice,Narrow,Novice,Weighty,Novice,Proficient,Distinguished,Able,Respected,Proficient,Able,Distinguished,Distinguished,Proficient,Able,Proficient,Master,Distinguished,Ultimate,Proficient,Proficient,Respected,Able,Grand-Master,Distinguished,Master,Able
Outlander,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=outlander,http://emerald.puzzlepirates.com/media/emerald/portraits/bd4/f2a77cd34a60416eeabf5d7280e66.jpg,Captain,Bilge Rat,The Mob,Queen,Late Night Hoes,Admiral,Arakoua Island Navy,Ibis,15,Happy Little Drugs on Bowditch Island | The Mighty Yard on Caravanserai Island | Veclothiraptor on Arakoua Island | The Mightiest Shipyard on Caravanserai Island | Wasted Bastards on Caravanserai Island | Stringasaurus on Arakoua Island | Mastodons on Arakoua Island | Drop it Like it's Yacht on Armstrong Island | Triceratops on Arakoua Island | Ship Happens on Kakraphoon Island | Dock Dre on Armstrong Island | Guppy Yard on Caravanserai Island | Forty-Two on Kakraphoon Island | Nautical With Attitude on Armstrong Island | Two Dock Shakur on Armstrong Island,15,Black Sails on Armstrong Island | Sugar and Spice on Caravanserai Island | Beat the Balls on Bowditch Island | Hollywood Palace on Admiral Island | Happy Little Threads on Bowditch Island | Fondle My Balls on Bowditch Island | Happy Little Masts on Bowditch Island | Fat Shack on Bowditch Island | Happy Little Frigs on Bowditch Island | Mesozoic Masts on Arakoua Island | Weave No Trace on Caravanserai Island | Sailing Rent Free on Arakoua Island | Cowboy on Admiral Island | Happy Little Flags on Bowditch Island | Great Rack on Admiral Island,1,Blaviken's Tailoring Stall on Admiral Island,24,Jurassic Shack on Arakoua Island | Love Shack on Caravanserai Island | The Dove Shack on Armstrong Island | Pine Boxes on Aimuari Island | Shack Macaque on Alkaid Island | Caddyshack on Admiral Island | Sigil Shack on Sayers Rock | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Hero Houses on Barbary Island | Funky Townhouse on Caravanserai Island | The Cuckoo's Nest on Quetzal Island | Jurassic Shack on Arakoua Island | Caddyshack on Admiral Island | Caddyshack on Admiral Island | Cambrian Cabins on Arakoua Island | Cambrian Cabins on Arakoua Island | Mayfair Mansions on Pukru Island | Row Me Daddy on Admiral Island | Live Organ Townhouses on Bowditch Island | Bedside Manors on Admiral Island | Villas of Jericho on Arakoua Island | Poseidon's Castle on Scrimshaw Island | Guardians of the Gallery on Admiral Island,0,,Aspiring,Rumored,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Solid,Expert,Broad,Illustrious,Expert,Neophyte,Solid,Illustrious,Novice,Illustrious,Solid,Solid,Expert,Solid,Exalted,Expert,Novice,Solid,Apprentice,Expert,Weighty,Renowned,Proficient,Distinguished,Respected,Master,Distinguished,Able,Ultimate,Distinguished,Able,Distinguished,Distinguished,Renowned,Distinguished,Grand-Master,Ultimate,Master,Able,Respected,Able,Grand-Master,Grand-Master
Anichi,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=anichi,http://emerald.puzzlepirates.com/media/emerald/portraits/70c/e9b92547814629228b2eab590b914.jpg,Senior Officer,Explosives Expert,The Mob,Princess,Late Night Hoes,Chief Petty Officer,Admiral Island Navy,Gull,5,Beat the Balls on Bowditch Island | Sloop-La-Di | Sloop-La-Da on Caravanserai Island | Here Comes The Frigs on Caravanserai Island | Fondle My Balls on Bowditch Island,14,Happy Little Drugs on Bowditch Island | Happy Little Frigs on Bowditch Island | Veclothiraptor on Arakoua Island | The Mightiest Shipyard on Caravanserai Island | Sailing Rent Free on Arakoua Island | Hollywood Palace on Admiral Island | Stringasaurus on Arakoua Island | Mastodons on Arakoua Island | Happy Little Flags on Bowditch Island | Great Rack on Admiral Island | Triceratops on Arakoua Island | Happy Little Threads on Bowditch Island | Happy Little Masts on Bowditch Island | Fat Shack on Bowditch Island,2,Anichi's Ironworking Stall on Admiral Island | Rhay's Distilling Stall on Kasidim Island,11,Shack Macaque on Alkaid Island | Shack eel Oh Kneel on Blackthorpe Island | Bungalow Bill on Admiral Island | Row Me Daddy on Admiral Island | Villa Las Vegas on Admiral Island | Love Shack on Caravanserai Island | Caddyshack on Admiral Island | Cottage Cleese Shop on Bowditch Island | Hero Houses on Barbary Island | Villa Las Vegas on Admiral Island | Whisking Whale Road on Arakoua Island,0,,Aspiring,Noted,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Solid,Solid,Narrow,Novice,Novice,Solid,Broad,Apprentice,Narrow,Broad,Solid,Broad,Novice,Narrow,Solid,Solid,Neophyte,Novice,Illustrious,Neophyte,Proficient,Ultimate,Distinguished,Grand-Master,Proficient,Able,Able,Grand-Master,Able,Able,Proficient,Proficient,Able,Proficient,Able,Proficient,Master,Proficient,Able,Proficient,Renowned,Proficient
Barrys,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=barrys,http://emerald.puzzlepirates.com/media/emerald/portraits/d61/b2e802defa8603f4fe2f2504e75e9.jpg,Senior Officer,Bait,The Mob,Princess,Late Night Hoes,Lieutenant,Admiral Island Navy,Gull,12,Happy Little Real Estate on Bowditch Island | Bull Market on Admiral Island | Hollywood Palace on Admiral Island | Happy Little Threads on Bowditch Island | Happy Little Masts on Bowditch Island | Fat Shack on Bowditch Island | Happy Little Frigs on Bowditch Island | Sailing Rent Free on Arakoua Island | Happy Little Market on Bowditch Island | Wits' End on Admiral Island | Happy Little Flags on Bowditch Island | Great Rack on Admiral Island,10,Happy Little Drugs on Bowditch Island | Beat the Balls on Bowditch Island | The Mighty Yard on Caravanserai Island | Veclothiraptor on Arakoua Island | The Mightiest Shipyard on Caravanserai Island | Stringasaurus on Arakoua Island | Mastodons on Arakoua Island | Triceratops on Arakoua Island | Fondle My Balls on Bowditch Island | Guppy Yard on Caravanserai Island,2,Anichi's Ironworking Stall on Admiral Island | Rosieex's Tailoring Stall on Admiral Island,12,Love Shack on Caravanserai Island | Caddyshack on Admiral Island | Cottage Cleese Shop on Bowditch Island | Love Shack on Caravanserai Island | Cabin Fever on Admiral Island | Row Me Daddy on Admiral Island | Bringing Town the House on Admiral Island | Bedside Manors on Admiral Island | Villa Las Vegas on Admiral Island | Guardians of the Gallery on Admiral Island | Guardians of the Gallery on Admiral Island | Whisking Whale Road on Arakoua Island,0,,Aspiring,Eminent,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Solid,Weighty,Narrow,Solid,Expert,Apprentice,Solid,Solid,Novice,Expert,Solid,Solid,Paragon,Narrow,Solid,Solid,Apprentice,Solid,Neophyte,Weighty,Solid,Distinguished,Ultimate,Master,Proficient,Legendary,Respected,Distinguished,Master,Master,Able,Legendary,Ultimate,Proficient,Master,Legendary,Ultimate,Legendary,Able,Grand-Master,Distinguished,Respected,Legendary
Discrims,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=discrims,,Senior Officer,,The Mob,Prince,Late Night Hoes,Stowaway,Wensleydale Navy,Gull,0,,0,,0,,1,Milkshack on Wensleydale,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able
Dexedrine,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=dexedrine,http://emerald.puzzlepirates.com/media/emerald/portraits/e6b/458b8dd34e9edc128c7b02b8d9e86.jpg,Senior Officer,Politician,The Mob,Lord,Late Night Hoes,Commander,Admiral Island Navy,Gull,0,,1,Triceratops on Arakoua Island,0,,7,Pine Boxes on Aimuari Island | Caddyshack on Admiral Island | Bedside Manors on Admiral Island | Jurassic Shack on Arakoua Island | King Kottage on Admiral Island | A State Of Love & Happiness on Aimuari Island | Guardians of the Gallery on Admiral Island,17,Blinksy | Bronzy | Capnray | Fattalex | Feniiah | Iaago | Koax | Lengthy | Ninjy | Outlander | Satisfies | Sheidheda | Stormiee | Strategyy | Todeshund | Umami | Zinke,Aspiring,Aspiring,Established,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Apprentice,Expert,Solid,Solid,Weighty,Neophyte,Novice,Solid,Solid,Novice,Broad,Solid,Weighty,Weighty,Apprentice,Solid,Illustrious,Novice,Broad,Apprentice,Weighty,Broad,Proficient,Ultimate,Ultimate,Renowned,Ultimate,Able,Respected,Ultimate,Master,Able,Proficient,Grand-Master,Proficient,Legendary,Grand-Master,Renowned,Ultimate,Able,Ultimate,Proficient,Legendary,Master
Encode,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=encode,http://emerald.puzzlepirates.com/media/emerald/portraits/5b9/60fbb6a053e487ecb07f960a88b0a.jpg,Senior Officer,Explosives Expert,Tilted,Prince,Late Night Hoes,Lieutenant,Admiral Island Navy,Gull,0,,4,Happy Little Frigs on Bowditch Island | Happy Little Threads on Bowditch Island | Happy Little Masts on Bowditch Island | Happy Little Flags on Bowditch Island,0,,4,Adobe Abode on Chachapoya Island | King Kottage on Admiral Island | Caddyshack on Admiral Island | Whisking Whale Road on Arakoua Island,0,,Aspiring,Established,Rumored,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Broad,Weighty,Narrow,Solid,Novice,Novice,Narrow,Solid,Solid,Solid,Weighty,Solid,Weighty,Narrow,Solid,Narrow,Novice,Broad,Novice,Illustrious,Solid,Renowned,Legendary,Grand-Master,Ultimate,Master,Able,Respected,Distinguished,Legendary,Able,Grand-Master,Renowned,Proficient,Master,Grand-Master,Ultimate,Legendary,Able,Master,Respected,Legendary,Ultimate
Joeyjoe,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=joeyjoe,http://emerald.puzzlepirates.com/media/emerald/portraits/72c/9b1988058f118944fe815ddceaee5.jpg,Senior Officer,First Mate,Reign of Terror,Lord,Late Night Hoes,Lieutenant Commander,Admiral Island Navy,Gull,3,Cold Blooded on Alkaid Island | Bad Threads on Alkaid Island | Killer Vessels on The Lowland Hundred,0,,0,,8,Pine Boxes on Aimuari Island | Adobe Abode on Chachapoya Island | Munky Town on Alkaid Island | Bedside Manors on Admiral Island | Bedside Manors on Admiral Island | Only a Manor of Time on Aimuari Island | The Great Estate on Admiral Island | The Great Estate on Admiral Island,12,Bunnibun | Cheezz | Crazotiic | Flamingboat | Sheidheda | Shoyoroll | Skittlemiss | Uzed | Wagers | Xpac | Youngkdog | Zakilla,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Solid,Paragon,Solid,Solid,Neophyte,Narrow,Solid,Weighty,Neophyte,Solid,Solid,Expert,Solid,Broad,Solid,Narrow,Neophyte,Solid,Broad,Solid,Novice,Able,Respected,Ultimate,Ultimate,Distinguished,Proficient,Able,Proficient,Master,Able,Able,Master,Legendary,Proficient,Able,Proficient,Proficient,Able,Proficient,Distinguished,Master,Able
Sheidheda,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=sheidheda,http://emerald.puzzlepirates.com/media/emerald/portraits/d0b/31e20cf7cb647e0d3a5da9d4b1867.jpg,Captain,Treasurer,Reign of Terror,Prince,Late Night Hoes,Ensign,Admiral Island Navy,Gull,0,,1,Mastodons on Arakoua Island,0,,5,Pine Boxes on Aimuari Island | The Great Estate on Admiral Island | Bedside Manors on Admiral Island | Whisking Whale Road on Arakoua Island | Guardians of the Gallery on Admiral Island,11,Anichi | Barrys | Blinkyy | Bunnibun | Convictt | Dexedrine | Joeyjoe | License | Outlander | Skittlemiss | Strategyy,Aspiring,Aspiring,Aspiring,Obscure,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Apprentice,Broad,Novice,Solid,Novice,Novice,Novice,Weighty,Novice,Weighty,Broad,Solid,Broad,Novice,Weighty,Novice,Novice,Broad,Novice,Broad,Novice,Able,Proficient,Proficient,Able,Renowned,Able,Proficient,Able,Legendary,Able,Able,Proficient,Grand-Master,Able,Proficient,Proficient,Able,Able,Renowned,Able,Able,Able
Skittlemiss,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=skittlemiss,http://emerald.puzzlepirates.com/media/emerald/portraits/f31/bd2aeb6ac76e010d536169d529857.jpg,Senior Officer,,Tilted,Princess,Late Night Hoes,Captain,Admiral Island Navy,Gull,0,,3,Happy Little Frigs on Bowditch Island | Sailing Rent Free on Arakoua Island | Happy Little Masts on Bowditch Island,0,,7,Caddyshack on Admiral Island | Stab In Cabin on Aimuari Island | Only a Manor of Time on Aimuari Island | Cottagious Disease on Aimuari Island | Jonestown Houses on Aimuari Island | Gallery of Gilgul on Sayers Rock | Whisking Whale Road on Arakoua Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Solid,Expert,Expert,Weighty,Apprentice,Broad,Broad,Solid,Narrow,Solid,Apprentice,Illustrious,Broad,Broad,Revered,Solid,Apprentice,Broad,Narrow,Solid,Neophyte,Distinguished,Ultimate,Ultimate,Respected,Master,Able,Proficient,Distinguished,Master,Able,Distinguished,Distinguished,Respected,Distinguished,Respected,Ultimate,Able,Proficient,Master,Able,Ultimate,Respected
Swizzo,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=swizzo,http://emerald.puzzlepirates.com/media/emerald/portraits/d3d/dfd28afd02f9a2df4fab5c8a416fb.jpg,Senior Officer,First Mate,The Mob,Lord,Late Night Hoes,Admiral,Admiral Island Navy,Gull,0,,0,,0,,10,Sea Shack on Scrimshaw Island | Shack Macaque on Alkaid Island | Sidekick Shacks on Barbary Island | Caddyshack on Admiral Island | What the Cabins on Bowditch Island | Bedside Manors on Admiral Island | Sea Shack on Scrimshaw Island | Stab In Cabin on Aimuari Island | Cottage Cove on Scrimshaw Island | Jonestown Houses on Aimuari Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Solid,Revered,Expert,Paragon,Neophyte,Apprentice,Weighty,Solid,Novice,Expert,Expert,Expert,Sublime,Narrow,Solid,Expert,Novice,Weighty,Apprentice,Weighty,Neophyte,Able,Grand-Master,Legendary,Ultimate,Renowned,Able,Grand-Master,Ultimate,Master,Able,Grand-Master,Ultimate,Proficient,Ultimate,Master,Ultimate,Legendary,Able,Ultimate,Legendary,Legendary,Respected
Uzed,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=uzed,http://emerald.puzzlepirates.com/media/emerald/portraits/016/0b051bfe51888abccd82d38049a15.jpg,Senior Officer,Politician,Tilted,Lord,Late Night Hoes,Lieutenant Commander,Admiral Island Navy,Gull,0,,9,Mastodons on Arakoua Island | Happy Little Frigs on Bowditch Island | Guppy Yard on Caravanserai Island | The Mighty Yard on Caravanserai Island | Happy Little Flags on Bowditch Island | The Mightiest Shipyard on Caravanserai Island | Happy Little Threads on Bowditch Island | Sailing Rent Free on Arakoua Island | Happy Little Masts on Bowditch Island,0,,4,Caddyshack on Admiral Island | The Cuckoo's Nest on Quetzal Island | King Kottage on Admiral Island | Villa Las Vegas on Admiral Island,1,Euphoria,Aspiring,Rumored,Rumored,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Narrow,Solid,Novice,Weighty,Novice,Novice,Apprentice,Solid,Novice,Solid,Broad,Solid,Solid,Neophyte,Solid,Broad,Neophyte,Broad,Novice,Expert,Broad,Proficient,Distinguished,Distinguished,Able,Master,Able,Able,Renowned,Legendary,Able,Renowned,Distinguished,Able,Respected,Proficient,Respected,Distinguished,Able,Master,Proficient,Master,Grand-Master
